gross return
1.03298733
1.006292731
1.037147765
0.991630654
1.006352621
1.01082156
0.968150529
1.006174074
0.959977941
1.026426233
1.009294598
1.004512429
1.003391933
0.968752904
0.970385685
1.010496709
0.997306947
0.978975765
0.967687916
0.958261146
1.06830979
1.006165512
0.992192065
1.011754204
0.99556956
0.963212057
1.046509261
1.001275377
1.00725063
1.01429958
0.993574429
0.992277968
0.99270433
1.029005458
1.003523398
1.007022208
1.01498304
0.981153046
1.009746402
0.995220739
1.009133686
0.980498344
0.979634506
1.033417524
0.981669509
0.984199919
1.028799288
1.013996736
0.988901258
0.992832163
1.003799833
0.996025375
1.015581945
0.99925157
1.00084264
1.012347914
0.999537983
0.994800903
1.021091911
1.014258256
1.005587055
1.006900286
0.998308982
0.99875196
1.004463028
0.997600687
0.995011564
1.000447647
0.987829964
1.001087013
1.020993642
1.007001685
1.007745175
1.000785943
1.011519383
1.014321396
1.000680437
0.99889495
1.022974925
0.973631659
1.00521149
1.002124736
0.990331593
1.001370266
1.008637653
1.00915713
1.001428379
1.006544118
0.99491543
1.00444039
1.000333601
0.99458011
1.00762913
1.001164828
1.005152527
1.000826831
0.997686828
1.00828022
1.013139579
1.0031612
1.013574704
0.996572004
1.03311728
1.005729756
0.999076239
1.006396021
0.97917291
0.986940947
1.021313492
0.994181617
0.979477186
0.999920407
0.999920328
1.012988018
0.970266673
1.011187733
1.014082151
1.023091611
0.99332976
0.985554768
1.00538742
1.006067747
0.988329292
1.000475471
0.999366375
0.990329664
1.006323076
0.983695199
0.96895213
1.027703607
1.021679182
1.015814929
1.028008049
1.009132495
0.996229318
0.995382307
1.006312206
1.000982511
1.003020034
1.017387912
1.003921229
1.009285855
1.000146156
1.005913638
0.968427912
1.003747347
1.00164261
0.998583722
1.012839676
1.006633336
1.006443073
0.997089927
0.999270467
0.996349355
1.010186042
1.00398981
1.003612771
1
0.986897107
0.9940911
1.001100585
1.001466126
1.013248367
1.006212483
1.010266499
0.996233588
1.008203201
0.997806717
0.995178329
0.970929889
1.013135618
0.9915978
0.965741515
1.018757975
1.004380402
1.026685385
0.991504114
0.986057572
1.020693888
0.969885428
0.997760872
1.018327496
1.016748658
0.991691331
1.011146616
0.992722911
0.968137659
1.015443397
1.002141007
0.998673881
1.018884602
0.998117646
0.986798201
1.011687754
1.017583344
0.993216825
0.988641237
0.989528772
1.000293883
1.010285129
0.998545635
0.992790524
1.0077753
1.008224696
1.018409
0.988445392
0.997848549
0.987350895
1.014412545
1.001291571
0.987028794
1.009438769
0.985902433
0.98234471
1.012105411
1.013501577
0.992760004
0.989425312
1.0189431
1.006221082
1.004169553
0.999069388
1.014475121
0.991806062
0.994872148
0.983678187
1.007422924
0.985118868
1.006379816
1.019673551
1.005645184
1.024586128
0.990568077
1.012462313
0.991425219
1.002441256
1.005775074
0.999377404
0.997231015
1.001388333
1.011784349
1.00102767
1.006570375
1.001631841
1.005091273
1.012900252
1.002467152
1.00033251
0.998265312
0.999064303
1.000735884
